Friendly name,prefix,body,description
uwbug,#uwbug,~#uwbug~,Monsters with this tag are summoned by the Swarm spell underwater.
uwbuild,#uwbuild,~#uwbuild~,Determines the ability of a land nation to build forts underwater. A value of 1 means yes.
uwcom,#uwcom,~#uwcom~,Add a unit to the list of recruitable commanders in underwater forts for this land-based nation. This command can be repeated multiple time for many different commanders.
uwdamage,#uwdamage,~#uwdamage~,This monster takes damage equal to the indicated percentage of its total hit points every turn it spends underwater (i.e. in a sea province). Vampires have #uwdamage 100 so they cannot go underwater at all.
uwfireshield,#uwfireshield,~#uwfireshield~,Like fireshield but works underwater too.
uwheat,#uwheat,~#uwheat~,Like #heat but also works underwater.
uwnation,#uwnation,~#uwnation~,Underwater nation. The nations capital is in a sea province.
uwok,#uwok,~#uwok~,This ranged weapon can be used underwater and is not affected by storms.
uwrec,#uwrec,~#uwrec~,Add a unit to the list of recruitable units in underwater forts for this land-based nation. This command can be repeated multiple time for many different units.
uwregen,#uwregen,~#uwregen~,Works like regeneration but only works underwater.
uwwallcom,#uwwallcom,~#uwwallcom~,Sets wall commander for underwater forts. Works just like the overwater counterpart.
uwwallmult,#uwwallmult,~#uwwallmult~,Modifier for the number of units from the previous #uwwallunit command. Works just like the overwater counterpart.
uwwallunit,#uwwallunit,~#uwwallunit~,Sets wall defenders for underwater forts. Works just like the overwater counterpart.
version,#version,~#version~,The version number of your mod. E.g. 1.10 or 1.00.
victorycondition,#victorycondition,~#victorycondition~, The game will end when one player fulfills a special condition
victorypoints,#victorypoints,~#victorypoints~, The player who has control over this province will control from one to seven victory points. If the province has a fort then the controller of the fort controls the victory points.
visitors,#visitors,~#visitors~,The province is attacked by Bogus the Troll and his Companions.
voidgate,#voidgate,~#voidgate~,A mage with the same path as the site may enter to summon Void creatures. Void Summoning skill increases the success chance. A mage who does not have the Voidsanity attribute may become insane or feebleminded.
voidret,#voidret,~#voidret~,Extra chance per month of returning from the Void the plane between worlds and the home of horrors and the Void beings of Rlyeh.
voidsanity,#voidsanity,~#voidsanity~,The item grants a voidsanity bonus.
walkable,#walkable,~#walkable~,1 = ritual range must trace along a walkable path 0 = ritual range need not be walkable (default)
wallcom,#wallcom,~#wallcom~,Commander that is in charge of the wall defenders. There can be multiple of these commands.
wallmult,#wallmult,~#wallmult~,Modifier for the number of units from the previous #wallunit command. 10 is the standard amount.
wallunit,#wallunit,~#wallunit~,Unit type the will man the walls when the castle is stormed. There can be multiple of these commands each one should be followed by a #wallmult command.
warning,#warning,~#warning~,Increases the amount of bodyguards the commander can have.
wastecom,#wastecom,~#wastecom~,This commander can be recruited in wasteland provinces with or without fort. See the box below for all command names.
wasterec,#wasterec,~#wasterec~,This unit can be recruited in wasteland provinces with or without fort. See the box below for all command names.
wastesurvival,#wastesurvival,~#wastesurvival~,Monster has the Waste Survival skill. Waste terrain does not hinder movement.
waterattuned,#waterattuned,~#waterattuned~,Chance of getting a bonus level of magic when transformed into this being.  In place of [path] insert the name of the magic path in all lower case for the correct command (#fireattuned #airattuned etc).
waterblessbonus,#waterblessbonus,~#waterblessbonus~,Gods of this nation will get extra bless design points of this type.
waterboost,#waterboost,~#waterboost~,One commander determined by target requirements or the monster number may gain +1 Water magic.
waterbreathing,#waterbreathing,~#waterbreathing~,The item grants water breathing to its bearer.
waterrange,#waterrange,~#waterrange~,All Water rituals cast in this province have their range increased by
watershape,#watershape,~#watershape~,The monster changes to this shape when moving from a land province to a water province.
weapon,#weapon,~#weapon~,Defines what kind of a weapon if any the unit gets when it uses the item. Works on misc item boots shield 2-h weapon 1-h weapon. Does not work for helmets or armor. Use #weapon 0 to clear an existing weapon from a copied item.
wightreanim,#wightreanim,~#wightreanim~,Reanimating priests with holy magic of level 4 or higher can reanimate undead Lictors. Ashen Empire Ermor has this attribute.
wild,#wild,~#wild~,The throne is wild and is likely to be defended by wild monsters.
winterpower,#winterpower,~#winterpower~,The monster has increased hit points in winter and lowered hit points in summer.
wintershape,#wintershape,~#wintershape~,Changes into another monster when this season is active.
wolftattoo,#wolftattoo,~#wolftattoo~,Magic tattoo like the units of Marverni and Sauromatia have.
woodenarmor,#woodenarmor,~#woodenarmor~,Indicates that the armor is made of wood.
woodenweapon,#woodenweapon,~#woodenweapon~,The weapon is made of wood.
worldage,#worldage,~#worldage~,Everyone in the world ages this many years. Negative numbers reduce age.
worldcurse,#worldcurse,~#worldcurse~,Every unit in the world has a  chance of being cursed.
worlddarkness,#worlddarkness,~#worlddarkness~,The entire world is covered in darkness for this turn.
worlddecscale,#worlddecscale,~#worlddecscale~,Decreases the specified scale in every province in the world by one step.
worlddecscale2,#worlddecscale2,~#worlddecscale2~,Decreases the specified scale in every province in the world by two steps.
worlddecscale3,#worlddecscale3,~#worlddecscale3~,Decreases the specified scale in every province in the world by three steps.
worlddisease,#worlddisease,~#worlddisease~,Every unit in the world has a  chance of becoming diseased.
worldheal,#worldheal,~#worldheal~,Each unit in the world has a  chance of having one affliction healed.
worldincdom,#worldincdom,~#worldincdom~,Increases dominion in every province in the world by  candles.
worldincscale,#worldincscale,~#worldincscale~,Increases the specified scale in every province in the world by one step.
worldincscale2,#worldincscale2,~#worldincscale2~,Increases the specified scale in every province in the world by two steps.
worldincscale3,#worldincscale3,~#worldincscale3~,Increases the specified scale in every province in the world by three steps.
worldmark,#worldmark,~#worldmark~,Every unit in the world has a  chance of being horrormarked.
worldritrebate,#worldritrebate,~#worldritrebate~,The casting cost of rituals of this school is reduced by 20% for this turn. School numbers are listed in the table below. Worldritrebate can only be used on normal global events (rarity 11 and 12).
worldunrest,#worldunrest,~#worldunrest~,Unrest in every province in the world is increased by . Can be negative to reduce unrest.
woundfend,#woundfend,~#woundfend~,The monster is less likely to suffer an affliction when taking damage. A value of 1 makes it half as likely a value of 2 makes it one third as likely etc. Air Elementals and similar have a value of 99 making it almost impossible to get an affliction.
xp,#xp,~#xp~, Gives experience points to the active commander.
xploss,#xploss,~#xploss~,The monster loses 0-100% of xp when changing shape (e.g. when losing its rider).
xpshape,#xpshape,~#xpshape~,The monster will change into the next monster type (next monster number) after reaching this amount of xp.
yearaging,#yearaging,~#yearaging~,The wielder of this item will age this many extra years each year.
yearturn,#yearturn,~#yearturn~,Power of the Turning Year. This unit is more powerful during the height of each season and will get increased Strength Attack and Defence during those months.
